Time	Driver	DriverNumber	LapTime	LapNumber	Stint	PitOutTime	PitInTime	Sector1Time	Sector2Time	Sector3Time	Sector1SessionTime	Sector2SessionTime	Sector3SessionTime	SpeedI1	SpeedI2	SpeedFL	SpeedST	IsPersonalBest	Compound	TyreLife	FreshTyre	Team	LapStartTime	LapStartDate	TrackStatus	Position	Deleted	DeletedReason	FastF1Generated	IsAccurate	Year	FP_Name	Round	Session	best_s1	best_s2	best_s3	best_theory_lap	best_theory_lap_diff	SpeedI1_mph	SpeedI2_mph	SpeedFL_mph	SpeedST_mph	LapTime_sec	Sector1Time_sec	Sector2Time_sec	Sector3Time_sec	best_s1_sec	best_s2_sec	best_s3_sec	best_theory_lap_sec	best_theory_lap_diff_sec	raceId	raceId.1	raceId.2	raceId.3	raceId.4	raceId
0 days 01:03:47.464000	BOT	77	0 days 00:01:31.364000	12.0	3.0			0 days 00:00:29.194000	0 days 00:00:39.357000	0 days 00:00:22.813000	0 days 01:02:45.294000	0 days 01:03:24.651000	0 days 01:03:47.464000	245.0	266.0	288.0	315.0	True	SOFT	2.0	True	Mercedes	0 days 01:02:16.100000	2018-04-06 11:58:25.274	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP1	0 days 00:00:29.088000	0 days 00:00:39.357000	0 days 00:00:22.813000	0 days 00:01:31.258000	0 days 00:00:00.106000	152.235895	165.284686	178.954848	195.731865	91.364	29.194	39.357	22.813	29.088	39.357	22.813	91.258	0.106	978	978	978	978	978	978
0 days 00:42:36.290000	VAN	2	0 days 00:01:31.422000	9.0	2.0			0 days 00:00:29.253000	0 days 00:00:39.249000	0 days 00:00:22.920000	0 days 00:41:34.121000	0 days 00:42:13.370000	0 days 00:42:36.290000	242.0	263.0	278.0	307.0	True	SUPERSOFT	2.0	True	McLaren	0 days 00:41:04.868000	2018-04-06 15:37:04.986	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.253000	0 days 00:00:39.249000	0 days 00:00:22.815000	0 days 00:01:31.317000	0 days 00:00:00.105000	150.371782	163.420573	172.741138	190.760897	91.422	29.253	39.249	22.92	29.253	39.249	22.815	91.317	0.105	978	978	978	978	978	978
0 days 00:18:19.548000	RIC	3	0 days 00:01:30.751000	2.0	1.0			0 days 00:00:29.012000	0 days 00:00:39.078000	0 days 00:00:22.661000	0 days 00:17:17.809000	0 days 00:17:56.887000	0 days 00:18:19.548000	244.0	264.0	291.0	312.0	True	SOFT	2.0	True	Red Bull Racing	0 days 00:16:48.797000	2018-04-06 15:12:48.915	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.012000	0 days 00:00:39.078000	0 days 00:00:22.654000	0 days 00:01:30.744000	0 days 00:00:00.007000	151.614524	164.041944	180.818961	193.867752	90.751	29.012	39.078	22.661	29.012	39.078	22.654	90.744	0.007	978	978	978	978	978	978
0 days 00:41:06.902000	VET	5	0 days 00:01:29.828000	9.0	2.0			0 days 00:00:28.651000	0 days 00:00:38.691000	0 days 00:00:22.486000	0 days 00:40:05.725000	0 days 00:40:44.416000	0 days 00:41:06.902000	249.0	267.0	290.0	319.0	True	SUPERSOFT	2.0	True	Ferrari	0 days 00:39:37.074000	2018-04-06 15:35:37.192	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:28.616000	0 days 00:00:38.691000	0 days 00:00:22.485000	0 days 00:01:29.792000	0 days 00:00:00.036000	154.721379	165.906057	180.19759	198.217349	89.828	28.651	38.691	22.486	28.616	38.691	22.485	89.792	0.036	978	978	978	978	978	978
0 days 00:32:38.233000	RAI	7	0 days 00:01:29.817000	10.0	3.0			0 days 00:00:28.491000	0 days 00:00:38.729000	0 days 00:00:22.597000	0 days 00:31:36.907000	0 days 00:32:15.636000	0 days 00:32:38.233000	248.0	265.0	288.0	314.0	True	SUPERSOFT	2.0	True	Ferrari	0 days 00:31:08.416000	2018-04-06 15:27:08.534	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:28.491000	0 days 00:00:38.729000	0 days 00:00:22.575000	0 days 00:01:29.795000	0 days 00:00:00.022000	154.100008	164.663315	178.954848	195.110494	89.817	28.491	38.729	22.597	28.491	38.729	22.575	89.795	0.022	978	978	978	978	978	978
0 days 00:38:05.077000	GRO	8	0 days 00:01:31.591000	10.0	2.0			0 days 00:00:29.019000	0 days 00:00:39.324000	0 days 00:00:23.248000	0 days 00:37:02.505000	0 days 00:37:41.829000	0 days 00:38:05.077000	244.0	268.0	281.0	314.0	True	SUPERSOFT	2.0	True	Haas F1 Team	0 days 00:36:33.486000	2018-04-06 15:32:33.604	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.019000	0 days 00:00:39.324000	0 days 00:00:23.038000	0 days 00:01:31.381000	0 days 00:00:00.210000	151.614524	166.52742800000001	174.605251	195.110494	91.591	29.019	39.324	23.248	29.019	39.324	23.038	91.381	0.21	978	978	978	978	978	978
0 days 00:47:48.500000	ERI	9	0 days 00:01:32.733000	12.0	2.0			0 days 00:00:29.565000	0 days 00:00:40.175000	0 days 00:00:22.993000	0 days 00:46:45.332000	0 days 00:47:25.507000	0 days 00:47:48.500000	244.0	266.0	288.0	314.0	True	SUPERSOFT	8.0	True	Sauber	0 days 00:46:15.767000	2018-04-06 15:42:15.885	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.555000	0 days 00:00:40.043000	0 days 00:00:22.993000	0 days 00:01:32.591000	0 days 00:00:00.142000	151.614524	165.284686	178.954848	195.110494	92.733	29.565	40.175	22.993	29.555	40.043	22.993	92.591	0.142	978	978	978	978	978	978
0 days 00:40:41.115000	GAS	10	0 days 00:01:31.232000	9.0	2.0			0 days 00:00:29.320000	0 days 00:00:39.236000	0 days 00:00:22.676000	0 days 00:39:39.203000	0 days 00:40:18.439000	0 days 00:40:41.115000	242.0	265.0	282.0	316.0	True	SUPERSOFT	2.0	True	Toro Rosso	0 days 00:39:09.883000	2018-04-06 15:35:10.001	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.070000	0 days 00:00:39.236000	0 days 00:00:22.676000	0 days 00:01:30.982000	0 days 00:00:00.250000	150.371782	164.663315	175.226622	196.353236	91.232	29.32	39.236	22.676	29.07	39.236	22.676	90.982	0.25	978	978	978	978	978	978
0 days 00:48:25.849000	PER	11	0 days 00:01:31.868000	12.0	2.0			0 days 00:00:29.274000	0 days 00:00:39.559000	0 days 00:00:23.035000	0 days 00:47:23.255000	0 days 00:48:02.814000	0 days 00:48:25.849000	242.0	263.0	286.0	315.0	True	SOFT	12.0	False	Force India	0 days 00:46:53.981000	2018-04-06 15:42:54.099	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.274000	0 days 00:00:39.559000	0 days 00:00:23.035000	0 days 00:01:31.868000	0 days 00:00:00	150.371782	163.420573	177.712106	195.731865	91.868	29.274	39.559	23.035	29.274	39.559	23.035	91.868	0.0	978	978	978	978	978	978
0 days 00:41:39.570000	ALO	14	0 days 00:01:31.282000	7.0	2.0			0 days 00:00:29.133000	0 days 00:00:39.391000	0 days 00:00:22.758000	0 days 00:40:37.421000	0 days 00:41:16.812000	0 days 00:41:39.570000	245.0	264.0	280.0	307.0	True	SUPERSOFT	2.0	True	McLaren	0 days 00:40:08.288000	2018-04-06 15:36:08.406	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.133000	0 days 00:00:39.391000	0 days 00:00:22.758000	0 days 00:01:31.282000	0 days 00:00:00	152.235895	164.041944	173.98388	190.760897	91.282	29.133	39.391	22.758	29.133	39.391	22.758	91.282	0.0	978	978	978	978	978	978
0 days 00:36:52.025000	LEC	16	0 days 00:01:32.372000	11.0	2.0			0 days 00:00:29.259000	0 days 00:00:40.107000	0 days 00:00:23.006000	0 days 00:35:48.912000	0 days 00:36:29.019000	0 days 00:36:52.025000	241.0	267.0	289.0	313.0	True	SUPERSOFT	2.0	True	Sauber	0 days 00:35:19.653000	2018-04-06 15:31:19.771	12.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.259000	0 days 00:00:40.107000	0 days 00:00:23.006000	0 days 00:01:32.372000	0 days 00:00:00	149.750411	165.906057	179.576219	194.489123	92.372	29.259	40.107	23.006	29.259	40.107	23.006	92.372	0.0	978	978	978	978	978	978
0 days 00:45:18.690000	STR	18	0 days 00:01:32.382000	12.0	3.0			0 days 00:00:29.314000	0 days 00:00:39.868000	0 days 00:00:23.200000	0 days 00:44:15.622000	0 days 00:44:55.490000	0 days 00:45:18.690000	245.0	265.0	287.0	315.0	True	SUPERSOFT	2.0	True	Williams	0 days 00:43:46.308000	2018-04-06 15:39:46.426	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.314000	0 days 00:00:39.868000	0 days 00:00:23.200000	0 days 00:01:32.382000	0 days 00:00:00	152.235895	164.663315	178.333477	195.731865	92.382	29.314	39.868	23.2	29.314	39.868	23.2	92.382	0.0	978	978	978	978	978	978
0 days 00:38:49.725000	MAG	20	0 days 00:01:31.969000	12.0	2.0			0 days 00:00:29.083000	0 days 00:00:39.875000	0 days 00:00:23.011000	0 days 00:37:46.839000	0 days 00:38:26.714000	0 days 00:38:49.725000	245.0	267.0	281.0	319.0	True	SUPERSOFT	2.0	True	Haas F1 Team	0 days 00:37:17.756000	2018-04-06 15:33:17.874	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.083000	0 days 00:00:39.875000	0 days 00:00:22.959000	0 days 00:01:31.917000	0 days 00:00:00.052000	152.235895	165.906057	174.605251	198.217349	91.969	29.083	39.875	23.011	29.083	39.875	22.959	91.917	0.052	978	978	978	978	978	978
0 days 00:36:59.449000	HUL	27	0 days 00:01:31.220000	8.0	2.0			0 days 00:00:28.974000	0 days 00:00:39.368000	0 days 00:00:22.878000	0 days 00:35:57.203000	0 days 00:36:36.571000	0 days 00:36:59.449000	246.0	264.0	285.0	312.0	True	SUPERSOFT	2.0	True	Renault	0 days 00:35:28.229000	2018-04-06 15:31:28.347	12.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:28.974000	0 days 00:00:39.368000	0 days 00:00:22.878000	0 days 00:01:31.220000	0 days 00:00:00	152.857266	164.041944	177.090735	193.867752	91.22	28.974	39.368	22.878	28.974	39.368	22.878	91.22	0.0	978	978	978	978	978	978
0 days 00:42:59.643000	HAR	28	0 days 00:01:32.908000	12.0	2.0			0 days 00:00:29.315000	0 days 00:00:40.534000	0 days 00:00:23.059000	0 days 00:41:56.050000	0 days 00:42:36.584000	0 days 00:42:59.643000	241.0	265.0	284.0	315.0	True	SUPERSOFT	5.0	True	Toro Rosso	0 days 00:41:26.735000	2018-04-06 15:37:26.853	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.169000	0 days 00:00:40.493000	0 days 00:00:23.040000	0 days 00:01:32.702000	0 days 00:00:00.206000	149.750411	164.663315	176.469364	195.731865	92.908	29.315	40.534	23.059	29.169	40.493	23.04	92.702	0.206	978	978	978	978	978	978
0 days 00:49:01.174000	OCO	31	0 days 00:01:31.809000	9.0	1.0			0 days 00:00:29.095000	0 days 00:00:39.688000	0 days 00:00:23.026000	0 days 00:47:58.460000	0 days 00:48:38.148000	0 days 00:49:01.174000	243.0	265.0	286.0	316.0	True	SOFT	9.0	True	Force India	0 days 00:47:29.365000	2018-04-06 15:43:29.483	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.095000	0 days 00:00:39.688000	0 days 00:00:23.026000	0 days 00:01:31.809000	0 days 00:00:00	150.993153	164.663315	177.712106	196.353236	91.809	29.095	39.688	23.026	29.095	39.688	23.026	91.809	0.0	978	978	978	978	978	978
0 days 00:51:14.914000	VER	33	0 days 00:01:30.745000	11.0	1.0			0 days 00:00:29.122000	0 days 00:00:38.988000	0 days 00:00:22.635000	0 days 00:50:13.291000	0 days 00:50:52.279000	0 days 00:51:14.914000	240.0	263.0	282.0	305.0	True	SOFT	11.0	True	Red Bull Racing	0 days 00:49:44.169000	2018-04-06 15:45:44.287	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.122000	0 days 00:00:38.988000	0 days 00:00:22.635000	0 days 00:01:30.745000	0 days 00:00:00	149.12904	163.420573	175.226622	189.518155	90.745	29.122	38.988	22.635	29.122	38.988	22.635	90.745	0.0	978	978	978	978	978	978
0 days 00:37:53.468000	SIR	35	0 days 00:01:32.474000	12.0	3.0			0 days 00:00:29.466000	0 days 00:00:39.949000	0 days 00:00:23.059000	0 days 00:36:50.460000	0 days 00:37:30.409000	0 days 00:37:53.468000	245.0	266.0	285.0	313.0	True	SUPERSOFT	2.0	True	Williams	0 days 00:36:20.994000	2018-04-06 15:32:21.112	12.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.466000	0 days 00:00:39.949000	0 days 00:00:23.059000	0 days 00:01:32.474000	0 days 00:00:00	152.235895	165.284686	177.090735	194.489123	92.474	29.466	39.949	23.059	29.466	39.949	23.059	92.474	0.0	978	978	978	978	978	978
0 days 00:40:36.083000	HAM	44	0 days 00:01:30.472000	7.0	2.0			0 days 00:00:28.746000	0 days 00:00:38.915000	0 days 00:00:22.811000	0 days 00:39:34.357000	0 days 00:40:13.272000	0 days 00:40:36.083000	244.0	267.0	293.0	312.0	True	SUPERSOFT	3.0	True	Mercedes	0 days 00:39:05.611000	2018-04-06 15:35:05.729	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:28.746000	0 days 00:00:38.915000	0 days 00:00:22.757000	0 days 00:01:30.418000	0 days 00:00:00.054000	151.614524	165.906057	182.061703	193.867752	90.472	28.746	38.915	22.811	28.746	38.915	22.757	90.418	0.054	978	978	978	978	978	978
0 days 00:41:52.981000	SAI	55	0 days 00:01:31.601000	9.0	2.0			0 days 00:00:29.194000	0 days 00:00:39.541000	0 days 00:00:22.866000	0 days 00:40:50.574000	0 days 00:41:30.115000	0 days 00:41:52.981000	244.0	264.0	285.0	314.0	True	SUPERSOFT	2.0	True	Renault	0 days 00:40:21.380000	2018-04-06 15:36:21.498	1.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:29.194000	0 days 00:00:39.541000	0 days 00:00:22.866000	0 days 00:01:31.601000	0 days 00:00:00	151.614524	164.041944	177.090735	195.110494	91.601	29.194	39.541	22.866	29.194	39.541	22.866	91.601	0.0	978	978	978	978	978	978
0 days 00:37:42.065000	BOT	77	0 days 00:01:30.380000	5.0	2.0			0 days 00:00:28.849000	0 days 00:00:38.996000	0 days 00:00:22.535000	0 days 00:36:40.534000	0 days 00:37:19.530000	0 days 00:37:42.065000	246.0	267.0	286.0	314.0	True	SUPERSOFT	2.0	True	Mercedes	0 days 00:36:11.685000	2018-04-06 15:32:11.803	12.0		False		False	True	2018	Bahrain Grand Prix	2	FP2	0 days 00:00:28.849000	0 days 00:00:38.996000	0 days 00:00:22.535000	0 days 00:01:30.380000	0 days 00:00:00	152.857266	165.906057	177.712106	195.110494	90.38	28.849	38.996	22.535	28.849	38.996	22.535	90.38	0.0	978	978	978	978	978	978
0 days 00:59:24.081000	VAN	2	0 days 00:01:34.977000	13.0	5.0			0 days 00:00:25.101000	0 days 00:00:28.471000	0 days 00:00:41.405000	0 days 00:58:14.205000	0 days 00:58:42.676000	0 days 00:59:24.081000	268.0	264.0	259.0	316.0	True	ULTRASOFT	2.0	True	McLaren	0 days 00:57:49.104000	2018-04-14 03:54:01.223	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.101000	0 days 00:00:28.413000	0 days 00:00:41.405000	0 days 00:01:34.919000	0 days 00:00:00.058000	166.52742800000001	164.041944	160.935089	196.353236	94.977	25.101	28.471	41.405	25.101	28.413	41.405	94.919	0.058	979	979	979	979	979	979
0 days 00:33:26.742000	RIC	3	0 days 00:01:35.061000	2.0	1.0			0 days 00:00:25.130000	0 days 00:00:28.253000	0 days 00:00:41.678000	0 days 00:32:16.811000	0 days 00:32:45.064000	0 days 00:33:26.742000	264.0	261.0	259.0	319.0	True	SOFT	2.0	True	Red Bull Racing	0 days 00:31:51.681000	2018-04-14 03:28:03.800	21.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.130000	0 days 00:00:28.253000	0 days 00:00:41.678000	0 days 00:01:35.061000	0 days 00:00:00	164.041944	162.177831	160.935089	198.217349	95.061	25.13	28.253	41.678	25.13	28.253	41.678	95.061	0.0	979	979	979	979	979	979
0 days 00:47:44.502000	VET	5	0 days 00:01:33.018000	8.0	3.0			0 days 00:00:24.538000	0 days 00:00:27.975000	0 days 00:00:40.505000	0 days 00:46:36.022000	0 days 00:47:03.997000	0 days 00:47:44.502000	274.0	268.0	268.0	327.0	True	ULTRASOFT	2.0	True	Ferrari	0 days 00:46:11.484000	2018-04-14 03:42:23.603	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:24.538000	0 days 00:00:27.874000	0 days 00:00:40.505000	0 days 00:01:32.917000	0 days 00:00:00.101000	170.255654	166.52742800000001	166.52742800000001	203.188317	93.018	24.538	27.975	40.505	24.538	27.874	40.505	92.917	0.101	979	979	979	979	979	979
0 days 00:37:08.516000	RAI	7	0 days 00:01:33.469000	9.0	3.0			0 days 00:00:24.880000	0 days 00:00:27.921000	0 days 00:00:40.668000	0 days 00:35:59.927000	0 days 00:36:27.848000	0 days 00:37:08.516000	275.0	271.0	265.0	328.0	True	ULTRASOFT	2.0	True	Ferrari	0 days 00:35:35.047000	2018-04-14 03:31:47.166	12.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:24.839000	0 days 00:00:27.921000	0 days 00:00:40.668000	0 days 00:01:33.428000	0 days 00:00:00.041000	170.877025	168.391541	164.663315	203.809688	93.469	24.88	27.921	40.668	24.839	27.921	40.668	93.428	0.041	979	979	979	979	979	979
0 days 00:27:25.836000	GRO	8	0 days 00:01:35.756000	3.0	2.0			0 days 00:00:25.378000	0 days 00:00:28.363000	0 days 00:00:42.015000	0 days 00:26:15.458000	0 days 00:26:43.821000	0 days 00:27:25.836000	272.0	267.0	262.0	311.0	True	ULTRASOFT	3.0	False	Haas F1 Team	0 days 00:25:50.080000	2018-04-14 03:22:02.199	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.378000	0 days 00:00:28.363000	0 days 00:00:42.015000	0 days 00:01:35.756000	0 days 00:00:00	169.012912	165.906057	162.799202	193.246381	95.756	25.378	28.363	42.015	25.378	28.363	42.015	95.756	0.0	979	979	979	979	979	979
0 days 01:00:17.420000	ERI	9	0 days 00:01:35.679000	10.0	3.0			0 days 00:00:25.264000	0 days 00:00:28.484000	0 days 00:00:41.931000	0 days 00:59:07.005000	0 days 00:59:35.489000	0 days 01:00:17.420000	273.0	267.0	260.0	324.0	True	ULTRASOFT	2.0	True	Sauber	0 days 00:58:41.741000	2018-04-14 03:54:53.860	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.161000	0 days 00:00:28.484000	0 days 00:00:41.925000	0 days 00:01:35.570000	0 days 00:00:00.109000	169.634283	165.906057	161.55646000000002	201.324204	95.679	25.264	28.484	41.931	25.161	28.484	41.925	95.57	0.109	979	979	979	979	979	979
0 days 01:00:23.222000	GAS	10	0 days 00:01:35.079000	13.0	3.0			0 days 00:00:25.193000	0 days 00:00:28.473000	0 days 00:00:41.413000	0 days 00:59:13.336000	0 days 00:59:41.809000	0 days 01:00:23.222000	270.0	266.0	261.0	324.0	True	ULTRASOFT	2.0	True	Toro Rosso	0 days 00:58:48.143000	2018-04-14 03:55:00.262	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.193000	0 days 00:00:28.473000	0 days 00:00:41.413000	0 days 00:01:35.079000	0 days 00:00:00	167.77017	165.284686	162.177831	201.324204	95.079	25.193	28.473	41.413	25.193	28.473	41.413	95.079	0.0	979	979	979	979	979	979
0 days 00:56:37.614000	PER	11	0 days 00:01:34.445000	10.0	2.0			0 days 00:00:25.045000	0 days 00:00:28.273000	0 days 00:00:41.127000	0 days 00:55:28.214000	0 days 00:55:56.487000	0 days 00:56:37.614000	270.0	265.0	264.0	320.0	True	ULTRASOFT	2.0	True	Force India	0 days 00:55:03.169000	2018-04-14 03:51:15.288	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.045000	0 days 00:00:28.273000	0 days 00:00:40.976000	0 days 00:01:34.294000	0 days 00:00:00.151000	167.77017	164.663315	164.041944	198.83872	94.445	25.045	28.273	41.127	25.045	28.273	40.976	94.294	0.151	979	979	979	979	979	979
0 days 01:00:35.524000	ALO	14	0 days 00:01:34.851000	12.0	7.0			0 days 00:00:25.047000	0 days 00:00:28.438000	0 days 00:00:41.366000	0 days 00:59:25.720000	0 days 00:59:54.158000	0 days 01:00:35.524000	268.0	266.0	262.0	318.0	True	ULTRASOFT	2.0	True	McLaren	0 days 00:59:00.673000	2018-04-14 03:55:12.792	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.047000	0 days 00:00:28.326000	0 days 00:00:41.366000	0 days 00:01:34.739000	0 days 00:00:00.112000	166.52742800000001	165.284686	162.799202	197.595978	94.851	25.047	28.438	41.366	25.047	28.326	41.366	94.739	0.112	979	979	979	979	979	979
0 days 00:59:51.143000	LEC	16	0 days 00:01:35.497000	10.0	3.0			0 days 00:00:25.117000	0 days 00:00:28.611000	0 days 00:00:41.769000	0 days 00:58:40.763000	0 days 00:59:09.374000	0 days 00:59:51.143000	273.0	270.0	260.0	325.0	True	ULTRASOFT	2.0	True	Sauber	0 days 00:58:15.646000	2018-04-14 03:54:27.765	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.117000	0 days 00:00:28.611000	0 days 00:00:41.769000	0 days 00:01:35.497000	0 days 00:00:00	169.634283	167.77017	161.55646000000002	201.945575	95.497	25.117	28.611	41.769	25.117	28.611	41.769	95.497	0.0	979	979	979	979	979	979
0 days 00:59:29.630000	STR	18	0 days 00:01:35.375000	13.0	4.0			0 days 00:00:25.115000	0 days 00:00:28.427000	0 days 00:00:41.833000	0 days 00:58:19.370000	0 days 00:58:47.797000	0 days 00:59:29.630000	269.0	263.0	260.0	318.0	True	ULTRASOFT	2.0	True	Williams	0 days 00:57:54.255000	2018-04-14 03:54:06.374	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.115000	0 days 00:00:28.425000	0 days 00:00:41.833000	0 days 00:01:35.373000	0 days 00:00:00.002000	167.148799	163.420573	161.55646000000002	197.595978	95.375	25.115	28.427	41.833	25.115	28.425	41.833	95.373	0.002	979	979	979	979	979	979
0 days 00:57:01.100000	MAG	20	0 days 00:01:34.329000	21.0	2.0			0 days 00:00:25.027000	0 days 00:00:28.095000	0 days 00:00:41.207000	0 days 00:55:51.798000	0 days 00:56:19.893000	0 days 00:57:01.100000	270.0	269.0	264.0	321.0	True	SOFT	2.0	True	Haas F1 Team	0 days 00:55:26.771000	2018-04-14 03:51:38.890	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.027000	0 days 00:00:28.095000	0 days 00:00:41.207000	0 days 00:01:34.329000	0 days 00:00:00	167.77017	167.148799	164.041944	199.460091	94.329	25.027	28.095	41.207	25.027	28.095	41.207	94.329	0.0	979	979	979	979	979	979
0 days 00:34:12.437000	HUL	27	0 days 00:01:34.841000	8.0	3.0			0 days 00:00:25.237000	0 days 00:00:28.299000	0 days 00:00:41.305000	0 days 00:33:02.833000	0 days 00:33:31.132000	0 days 00:34:12.437000		265.0	269.0	324.0	True	ULTRASOFT	3.0	True	Renault	0 days 00:32:37.596000	2018-04-14 03:28:49.715	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.006000	0 days 00:00:28.299000	0 days 00:00:41.305000	0 days 00:01:34.610000	0 days 00:00:00.231000		164.663315	167.148799	201.324204	94.841	25.237	28.299	41.305	25.006	28.299	41.305	94.61	0.231	979	979	979	979	979	979
0 days 00:56:42.191000	HAR	28	0 days 00:01:34.991000	16.0	4.0			0 days 00:00:25.289000	0 days 00:00:28.201000	0 days 00:00:41.501000	0 days 00:55:32.489000	0 days 00:56:00.690000	0 days 00:56:42.191000	268.0	266.0	261.0	321.0	True	ULTRASOFT	2.0	True	Toro Rosso	0 days 00:55:07.200000	2018-04-14 03:51:19.319	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:25.289000	0 days 00:00:28.201000	0 days 00:00:41.501000	0 days 00:01:34.991000	0 days 00:00:00	166.52742800000001	165.284686	162.177831	199.460091	94.991	25.289	28.201	41.501	25.289	28.201	41.501	94.991	0.0	979	979	979	979	979	979
0 days 00:56:03.886000	OCO	31	0 days 00:01:34.456000	11.0	2.0			0 days 00:00:24.861000	0 days 00:00:28.184000	0 days 00:00:41.411000	0 days 00:54:54.291000	0 days 00:55:22.475000	0 days 00:56:03.886000	271.0	266.0	263.0	320.0	True	ULTRASOFT	2.0	True	Force India	0 days 00:54:29.430000	2018-04-14 03:50:41.549	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:24.861000	0 days 00:00:28.184000	0 days 00:00:41.397000	0 days 00:01:34.442000	0 days 00:00:00.014000	168.391541	165.284686	163.420573	198.83872	94.456	24.861	28.184	41.411	24.861	28.184	41.397	94.442	0.014	979	979	979	979	979	979
0 days 00:55:56.900000	VER	33	0 days 00:01:33.969000	9.0	2.0			0 days 00:00:24.822000	0 days 00:00:27.994000	0 days 00:00:41.153000	0 days 00:54:47.753000	0 days 00:55:15.747000	0 days 00:55:56.900000	265.0	262.0	262.0	315.0	True	ULTRASOFT	2.0	True	Red Bull Racing	0 days 00:54:22.931000	2018-04-14 03:50:35.050	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:24.822000	0 days 00:00:27.994000	0 days 00:00:41.153000	0 days 00:01:33.969000	0 days 00:00:00	164.663315	162.799202	162.799202	195.731865	93.969	24.822	27.994	41.153	24.822	27.994	41.153	93.969	0.0	979	979	979	979	979	979
0 days 00:59:57.285000	SIR	35	0 days 00:01:34.741000	10.0	3.0			0 days 00:00:24.977000	0 days 00:00:28.231000	0 days 00:00:41.533000	0 days 00:58:47.521000	0 days 00:59:15.752000	0 days 00:59:57.285000	268.0	264.0	260.0	320.0	True	ULTRASOFT	2.0	True	Williams	0 days 00:58:22.544000	2018-04-14 03:54:34.663	1.0		False		False	True	2018	Chinese Grand Prix	3	FP3	0 days 00:00:24.977000	0 days 00:00:28.231000	0 days 00:00:41.533000	0 days 00:01:34.741000	0 days 00:00:00	166.52742800000001	164.041944	161.55646000000002	198.83872	94.741	24.977	28.231	41.533	24.977	28.231	41.533	94.741	0.0	979	979	979	979	979	979
